date;time;corrosion;replicate;mussel_no;temp;mod_temp;ref.pic;notes
22/08/2023;80;non corroded;3;2;80,9;50,9;M2;harsh increase in temperature
22/08/2023;80;non corroded;3;3;79,8;49,8;M3;harsh increase in temperature
22/08/2023;80;non corroded;3;4;78,3;48,3;M4;harsh increase in temperature
22/08/2023;80;non corroded;3;5;77,5;47,5;M5;harsh increase in temperature
22/08/2023;85;corroded;1;1;46,4;46,4;M1;
22/08/2023;85;corroded;1;2;45,4;45,4;M2;
22/08/2023;85;corroded;1;3;45,9;45,9;M3;
22/08/2023;85;corroded;1;4;46;46;M4;
22/08/2023;85;corroded;1;5;46,6;46,6;M5;
22/08/2023;85;corroded;2;1;44,9;44,9;M1;
22/08/2023;85;corroded;2;2;44,8;44,8;M2;
22/08/2023;85;corroded;2;3;45;45;M3;
22/08/2023;85;corroded;2;4;43,6;43,6;M4;
22/08/2023;85;corroded;2;5;43,9;43,9;M5;
22/08/2023;85;corroded;3;1;44,9;44,9;M1;blurry picture
22/08/2023;85;corroded;3;2;44,1;44,1;M2;blurry picture
22/08/2023;85;corroded;3;3;45,6;45,6;M3;blurry picture
22/08/2023;85;corroded;3;4;46;46;M4;blurry picture
22/08/2023;85;corroded;3;5;45,3;45,3;M5;blurry picture
22/08/2023;85;non corroded;1;1;50,3;50,3;M1;
22/08/2023;85;non corroded;1;2;49,1;49,1;M2;
22/08/2023;85;non corroded;1;3;50,4;50,4;M3;
22/08/2023;85;non corroded;1;4;49,3;49,3;M4;
22/08/2023;85;non corroded;1;5;47,3;47,3;M5;
22/08/2023;85;non corroded;2;1;48,2;48,2;M1;
22/08/2023;85;non corroded;2;2;47;47;M2;
22/08/2023;85;non corroded;2;3;47,9;47,9;M3;
22/08/2023;85;non corroded;2;4;47,8;47,8;M4;
22/08/2023;85;non corroded;2;5;50,8;50,8;M5;
22/08/2023;85;non corroded;3;1;49,9;49,9;M1;
22/08/2023;85;non corroded;3;2;50,3;50,3;M2;
22/08/2023;85;non corroded;3;3;51,3;51,3;M3;
22/08/2023;85;non corroded;3;4;49,9;49,9;M4;
22/08/2023;85;non corroded;3;5;51,2;51,2;M5;
22/08/2023;90;corroded;1;1;49,1;49,1;M1;blurry picture
22/08/2023;90;corroded;1;2;49,7;49,7;M2;blurry picture
22/08/2023;90;corroded;1;3;50;50;M3;blurry picture
22/08/2023;90;corroded;1;4;49,3;49,3;M4;blurry picture
22/08/2023;90;corroded;1;5;48,9;48,9;M5;blurry picture
22/08/2023;90;corroded;2;1;47,4;47,4;M1;blurry picture
22/08/2023;90;corroded;2;2;45,4;45,4;M2;blurry picture
22/08/2023;90;corroded;2;3;45,2;45,2;M3;blurry picture
22/08/2023;90;corroded;2;4;44,9;44,9;M4;blurry picture
22/08/2023;90;corroded;2;5;44,1;44,1;M5;blurry picture
22/08/2023;90;non corroded;1;1;51;51;M1;blurry picture
22/08/2023;90;non corroded;1;2;52,7;52,7;M2;blurry picture
22/08/2023;90;non corroded;1;3;49,4;49,4;M3;blurry picture
22/08/2023;90;non corroded;1;4;53,9;53,9;M4;blurry picture
22/08/2023;90;non corroded;1;5;52,2;52,2;M5;blurry picture
22/08/2023;90;non corroded;2;1;52,4;52,4;M1;blurry picture
22/08/2023;90;non corroded;2;2;50,8;50,8;M2;blurry picture
22/08/2023;90;non corroded;2;3;52,8;52,8;M3;blurry picture
22/08/2023;90;non corroded;2;4;50,3;50,3;M4;blurry picture
22/08/2023;90;non corroded;2;5;51,5;51,5;M5;blurry picture
28/08/2023;0;corroded;1;1;34,2;34,2;M1;
28/08/2023;0;corroded;1;2;32,5;32,5;M2;
28/08/2023;0;corroded;1;3;33,9;33,9;M3;
28/08/2023;0;corroded;1;4;33,4;33,4;M4;
28/08/2023;0;corroded;1;5;34,4;34,4;M5;
28/08/2023;0;corroded;2;1;32,3;32,3;M1;
28/08/2023;0;corroded;2;2;33,4;33,4;M2;
28/08/2023;0;corroded;2;3;31,4;31,4;M3;
28/08/2023;0;corroded;2;4;31;31;M4;
28/08/2023;0;corroded;2;5;31,8;31,8;M5;
28/08/2023;0;corroded;3;1;33,3;33,3;M1;
28/08/2023;0;corroded;3;2;32;32;M2;
28/08/2023;0;corroded;3;3;31,7;31,7;M3;
28/08/2023;0;corroded;3;4;32;32;M4;
28/08/2023;0;corroded;3;5;29,3;29,3;M5;
28/08/2023;0;non corroded;1;1;34,2;34,2;M1;
28/08/2023;0;non corroded;1;2;34,8;34,8;M2;
28/08/2023;0;non corroded;1;3;34,2;34,2;M3;
28/08/2023;0;non corroded;1;4;34,3;34,3;M4;
28/08/2023;0;non corroded;1;5;35,1;35,1;M5;
28/08/2023;0;non corroded;2;1;33,6;33,6;M1;
28/08/2023;0;non corroded;2;2;32,2;32,2;M2;
28/08/2023;0;non corroded;2;3;33,2;33,2;M3;
28/08/2023;0;non corroded;2;4;32,1;32,1;M4;
28/08/2023;0;non corroded;2;5;33,2;33,2;M5;
28/08/2023;0;non corroded;3;1;33,9;33,9;M1;
28/08/2023;0;non corroded;3;2;31,6;31,6;M2;
28/08/2023;0;non corroded;3;3;32,3;32,3;M3;
28/08/2023;0;non corroded;3;4;33,8;33,8;M4;
28/08/2023;0;non corroded;3;5;33,4;33,4;M5;
28/08/2023;5;corroded;1;1;38,4;38,4;M1;blurry picture
28/08/2023;5;corroded;1;2;36,1;36,1;M2;blurry picture
28/08/2023;5;corroded;1;3;35,4;35,4;M3;blurry picture
28/08/2023;5;corroded;1;4;36,2;36,2;M4;blurry picture
28/08/2023;5;corroded;1;5;36,8;36,8;M5;blurry picture
28/08/2023;5;corroded;2;1;36,2;36,2;M1;blurry picture
28/08/2023;5;corroded;2;2;38,2;38,2;M2;blurry picture
28/08/2023;5;corroded;2;3;36,7;36,7;M3;blurry picture
28/08/2023;5;corroded;2;4;35,7;35,7;M4;blurry picture
28/08/2023;5;corroded;2;5;37;37;M5;blurry picture
28/08/2023;5;corroded;3;1;36,3;36,3;M1;blurry picture
28/08/2023;5;corroded;3;2;34,9;34,9;M2;blurry picture
28/08/2023;5;corroded;3;3;35,7;35,7;M3;blurry picture
28/08/2023;5;corroded;3;4;36;36;M4;blurry picture
28/08/2023;5;corroded;3;5;36,1;36,1;M5;blurry picture
28/08/2023;5;non corroded;1;1;38,4;38,4;M1;blurry picture
28/08/2023;5;non corroded;1;2;38,4;38,4;M2;blurry picture
28/08/2023;5;non corroded;1;3;40,9;40,9;M3;blurry picture
28/08/2023;5;non corroded;1;4;44,3;44,3;M4;blurry picture
28/08/2023;5;non corroded;1;5;38,7;38,7;M5;blurry picture
28/08/2023;5;non corroded;2;1;45,4;45,4;M1;blurry picture
28/08/2023;5;non corroded;2;2;41,5;41,5;M2;blurry picture
28/08/2023;5;non corroded;2;3;42,5;42,5;M3;blurry picture
28/08/2023;5;non corroded;2;4;49,7;49,7;M4;blurry picture
28/08/2023;5;non corroded;2;5;44,2;44,2;M5;blurry picture
28/08/2023;5;non corroded;3;1;37;37;M1;blurry picture
28/08/2023;5;non corroded;3;2;37,2;37,2;M2;blurry picture
28/08/2023;5;non corroded;3;3;36,7;36,7;M3;blurry picture
28/08/2023;5;non corroded;3;4;37,1;37,1;M4;blurry picture
28/08/2023;5;non corroded;3;5;37;37;M5;blurry picture
28/08/2023;10;corroded;1;1;37,7;37,7;M1;blurry picture
28/08/2023;10;corroded;1;2;38,4;38,4;M2;blurry picture
28/08/2023;10;corroded;1;3;37,5;37,5;M3;blurry picture
28/08/2023;10;corroded;1;4;36;36;M4;blurry picture
28/08/2023;10;corroded;1;5;37,2;37,2;M5;blurry picture
28/08/2023;10;corroded;2;1;35,3;35,3;M1;blurry picture
28/08/2023;10;corroded;2;2;37,2;37,2;M2;blurry picture
28/08/2023;10;corroded;2;3;35,8;35,8;M3;blurry picture
28/08/2023;10;corroded;2;4;35,2;35,2;M4;blurry picture
28/08/2023;10;corroded;2;5;36,3;36,3;M5;blurry picture
28/08/2023;10;corroded;3;1;36;36;M1;blurry picture
28/08/2023;10;corroded;3;2;34,9;34,9;M2;blurry picture
28/08/2023;10;corroded;3;3;35,8;35,8;M3;blurry picture
28/08/2023;10;corroded;3;4;34,2;34,2;M4;blurry picture
28/08/2023;10;corroded;3;5;35,6;35,6;M5;blurry picture
28/08/2023;10;non corroded;1;1;69,5;39,5;M1;harsh increase in temperature
28/08/2023;10;non corroded;1;2;68,6;38,6;M2;harsh increase in temperature
28/08/2023;10;non corroded;1;3;69,5;39,5;M3;harsh increase in temperature
28/08/2023;10;non corroded;1;4;69;39;M4;harsh increase in temperature
28/08/2023;10;non corroded;1;5;68,4;38,4;M5;harsh increase in temperature
28/08/2023;10;non corroded;2;1;39,5;39,5;M1;blurry picture
28/08/2023;10;non corroded;2;2;38,4;38,4;M2;blurry picture
28/08/2023;10;non corroded;2;3;39,1;39,1;M3;blurry picture
28/08/2023;10;non corroded;2;4;37,8;37,8;M4;blurry picture
28/08/2023;10;non corroded;2;5;39,5;39,5;M5;blurry picture
28/08/2023;10;non corroded;3;1;37,9;37,9;M1;blurry picture
28/08/2023;10;non corroded;3;2;38,9;38,9;M2;blurry picture
28/08/2023;10;non corroded;3;3;38,9;38,9;M3;blurry picture
28/08/2023;10;non corroded;3;4;38,7;38,7;M4;blurry picture
28/08/2023;10;non corroded;3;5;39,9;39,9;M5;blurry picture
28/08/2023;15;corroded;1;1;62,4;32,4;M1;harsh increase in temperature
28/08/2023;15;corroded;1;2;62,8;32,8;M2;harsh increase in temperature
28/08/2023;15;corroded;1;3;61,1;31,1;M3;harsh increase in temperature
28/08/2023;15;corroded;1;4;60,1;30,1;M4;harsh increase in temperature
28/08/2023;15;corroded;1;5;64;34;M5;harsh increase in temperature
28/08/2023;15;corroded;2;1;57,1;27,1;M1;harsh increase in temperature
28/08/2023;15;corroded;2;2;61,7;31,7;M2;harsh increase in temperature
28/08/2023;15;corroded;2;3;56,6;26,6;M3;harsh increase in temperature
28/08/2023;15;corroded;2;4;58,5;28,5;M4;harsh increase in temperature
28/08/2023;15;corroded;2;5;62,3;32,3;M5;harsh increase in temperature
28/08/2023;15;corroded;3;1;61;31;M1;harsh increase in temperature
28/08/2023;15;corroded;3;2;64,3;34,3;M2;harsh increase in temperature
28/08/2023;15;corroded;3;3;59,5;29,5;M3;harsh increase in temperature
28/08/2023;15;corroded;3;4;63,7;33,7;M4;harsh increase in temperature
28/08/2023;15;corroded;3;5;65,5;35,5;M5;harsh increase in temperature
28/08/2023;15;non corroded;1;1;67,6;37,6;M1;harsh increase in temperature
28/08/2023;15;non corroded;1;2;66,6;36,6;M2;harsh increase in temperature
28/08/2023;15;non corroded;1;3;58,7;28,7;M3;harsh increase in temperature
28/08/2023;15;non corroded;1;4;57;27;M4;harsh increase in temperature
28/08/2023;15;non corroded;1;5;59,2;29,2;M5;harsh increase in temperature
28/08/2023;15;non corroded;2;1;59,8;29,8;M1;harsh increase in temperature
28/08/2023;15;non corroded;2;2;64,4;34,4;M2;harsh increase in temperature
28/08/2023;15;non corroded;2;3;64,7;34,7;M3;harsh increase in temperature
28/08/2023;15;non corroded;2;4;63,1;33,1;M4;harsh increase in temperature
28/08/2023;15;non corroded;2;5;65,6;35,6;M5;harsh increase in temperature
28/08/2023;15;non corroded;3;1;66,9;36,9;M1;harsh increase in temperature
28/08/2023;15;non corroded;3;2;66,8;36,8;M2;harsh increase in temperature
28/08/2023;15;non corroded;3;3;64,5;34,5;M3;harsh increase in temperature
28/08/2023;15;non corroded;3;4;65,8;35,8;M4;harsh increase in temperature
28/08/2023;15;non corroded;3;5;68;38;M5;harsh increase in temperature
28/08/2023;20;corroded;1;1;36,2;36,2;M1;blurry picture
28/08/2023;20;corroded;1;2;38,1;38,1;M2;blurry picture
28/08/2023;20;corroded;1;3;36;36;M3;blurry picture
28/08/2023;20;corroded;1;4;38,5;38,5;M4;blurry picture
28/08/2023;20;corroded;1;5;38,2;38,2;M5;blurry picture
28/08/2023;20;corroded;2;1;37,8;37,8;M1;blurry picture
28/08/2023;20;corroded;2;2;39,8;39,8;M2;blurry picture
28/08/2023;20;corroded;2;3;39,2;39,2;M3;blurry picture
28/08/2023;20;corroded;2;4;39,7;39,7;M4;blurry picture
28/08/2023;20;corroded;2;5;38,3;38,3;M5;blurry picture
28/08/2023;20;corroded;3;1;38,3;38,3;M1;blurry picture
28/08/2023;20;corroded;3;2;37,1;37,1;M2;blurry picture
28/08/2023;20;corroded;3;3;37,7;37,7;M3;blurry picture
28/08/2023;20;corroded;3;4;37,7;37,7;M4;blurry picture
28/08/2023;20;corroded;3;5;38;38;M5;blurry picture
28/08/2023;20;non corroded;1;1;40,8;40,8;M1;
28/08/2023;20;non corroded;1;2;41,5;41,5;M2;
28/08/2023;20;non corroded;1;3;43,3;43,3;M3;
28/08/2023;20;non corroded;1;4;40,8;40,8;M4;
28/08/2023;20;non corroded;1;5;41;41;M5;
28/08/2023;20;non corroded;2;1;44,7;44,7;M1;blurry picture
28/08/2023;20;non corroded;2;2;43,1;43,1;M2;blurry picture
28/08/2023;20;non corroded;2;3;47,5;47,5;M3;blurry picture
28/08/2023;20;non corroded;2;4;41,4;41,4;M4;blurry picture
28/08/2023;20;non corroded;2;5;40,9;40,9;M5;blurry picture
28/08/2023;20;non corroded;3;1;42,6;42,6;M1;blurry picture
28/08/2023;20;non corroded;3;2;42;42;M2;blurry picture
28/08/2023;20;non corroded;3;3;40,4;40,4;M3;blurry picture
28/08/2023;20;non corroded;3;4;42,6;42,6;M4;blurry picture
28/08/2023;20;non corroded;3;5;41,2;41,2;M5;blurry picture
28/08/2023;25;corroded;1;1;75,6;45,6;M1;harsh increase in temperature
28/08/2023;25;corroded;1;2;76,2;46,2;M2;harsh increase in temperature
28/08/2023;25;corroded;1;3;76,8;46,8;M3;harsh increase in temperature
28/08/2023;25;corroded;1;4;76,6;46,6;M4;harsh increase in temperature
28/08/2023;25;corroded;1;5;76,8;46,8;M5;harsh increase in temperature
28/08/2023;25;corroded;2;1;74,8;44,8;M1;harsh increase in temperature
28/08/2023;25;corroded;2;2;75,9;45,9;M2;harsh increase in temperature
28/08/2023;25;corroded;2;3;75,2;45,2;M3;harsh increase in temperature
28/08/2023;25;corroded;2;4;74,5;44,5;M4;harsh increase in temperature
28/08/2023;25;corroded;2;5;74,8;44,8;M5;harsh increase in temperature
28/08/2023;25;corroded;3;1;75,4;45,4;M1;harsh increase in temperature
28/08/2023;25;corroded;3;2;75,8;45,8;M2;harsh increase in temperature
28/08/2023;25;corroded;3;3;75,9;45,9;M3;harsh increase in temperature
28/08/2023;25;corroded;3;4;74,3;44,3;M4;harsh increase in temperature
28/08/2023;25;corroded;3;5;74,4;44,4;M5;harsh increase in temperature
28/08/2023;25;non corroded;1;1;79,7;49,7;M1;harsh increase in temperature
28/08/2023;25;non corroded;1;2;78,6;48,6;M2;harsh increase in temperature
28/08/2023;25;non corroded;1;3;77;47;M3;harsh increase in temperature
28/08/2023;25;non corroded;1;4;78,9;48,9;M4;harsh increase in temperature
28/08/2023;25;non corroded;1;5;79,3;49,3;M5;harsh increase in temperature
28/08/2023;25;non corroded;2;1;76,9;46,9;M1;harsh increase in temperature
28/08/2023;25;non corroded;2;2;77,9;47,9;M2;harsh increase in temperature
28/08/2023;25;non corroded;2;3;77,6;47,6;M3;harsh increase in temperature
28/08/2023;25;non corroded;2;4;77,3;47,3;M4;harsh increase in temperature
28/08/2023;25;non corroded;2;5;78,9;48,9;M5;harsh increase in temperature
28/08/2023;25;non corroded;3;1;77,3;47,3;M1;harsh increase in temperature
28/08/2023;25;non corroded;3;2;78,3;48,3;M2;harsh increase in temperature
28/08/2023;25;non corroded;3;3;77,3;47,3;M3;harsh increase in temperature
28/08/2023;25;non corroded;3;4;77,3;47,3;M4;harsh increase in temperature
28/08/2023;25;non corroded;3;5;78;48;M5;harsh increase in temperature
28/08/2023;30;corroded;1;1;45,1;45,1;M1;blurry picture
28/08/2023;30;corroded;1;2;43,4;43,4;M2;blurry picture
28/08/2023;30;corroded;1;3;44,2;44,2;M3;blurry picture
28/08/2023;30;corroded;1;4;45;45;M4;blurry picture
28/08/2023;30;corroded;1;5;42,4;42,4;M5;blurry picture
28/08/2023;30;corroded;2;1;43,5;43,5;M1;blurry picture
28/08/2023;30;corroded;2;2;41,3;41,3;M2;blurry picture
28/08/2023;30;corroded;2;3;43,2;43,2;M3;blurry picture
28/08/2023;30;corroded;2;4;42,6;42,6;M4;blurry picture
28/08/2023;30;corroded;2;5;39,6;39,6;M5;blurry picture
28/08/2023;30;corroded;3;1;41,8;41,8;M1;blurry picture
28/08/2023;30;corroded;3;2;42,1;42,1;M2;blurry picture
28/08/2023;30;corroded;3;3;42,5;42,5;M3;blurry picture
28/08/2023;30;corroded;3;4;40,6;40,6;M4;blurry picture
28/08/2023;30;corroded;3;5;40,4;40,4;M5;blurry picture
28/08/2023;30;non corroded;1;1;78,9;48,9;M1;harsh increase in temperature
28/08/2023;30;non corroded;1;2;79,9;49,9;M2;harsh increase in temperature
28/08/2023;30;non corroded;1;3;79,9;49,9;M3;harsh increase in temperature
28/08/2023;30;non corroded;1;4;80,6;50,6;M4;harsh increase in temperature
28/08/2023;30;non corroded;1;5;80,5;50,5;M5;harsh increase in temperature
28/08/2023;30;non corroded;2;1;48;48;M1;blurry picture
28/08/2023;30;non corroded;2;2;47,2;47,2;M2;blurry picture
28/08/2023;30;non corroded;2;3;45,4;45,4;M3;blurry picture
28/08/2023;30;non corroded;2;4;45;45;M4;blurry picture
28/08/2023;30;non corroded;2;5;45,1;45,1;M5;blurry picture
28/08/2023;30;non corroded;3;1;44,5;44,5;M1;blurry picture
28/08/2023;30;non corroded;3;2;45,6;45,6;M2;blurry picture
28/08/2023;30;non corroded;3;3;49,7;49,7;M3;blurry picture
28/08/2023;30;non corroded;3;4;45,9;45,9;M4;blurry picture
28/08/2023;30;non corroded;3;5;44,7;44,7;M5;blurry picture
28/08/2023;35;corroded;1;1;45;45;M1;blurry picture
28/08/2023;35;corroded;1;2;45,6;45,6;M2;blurry picture
28/08/2023;35;corroded;1;3;44,9;44,9;M3;blurry picture
28/08/2023;35;corroded;1;4;45,2;45,2;M4;blurry picture
28/08/2023;35;corroded;1;5;45,3;45,3;M5;blurry picture
28/08/2023;35;corroded;2;1;43,1;43,1;M1;blurry picture
28/08/2023;35;corroded;2;2;43,2;43,2;M2;blurry picture
28/08/2023;35;corroded;2;3;40,8;40,8;M3;blurry picture
28/08/2023;35;corroded;2;4;43,6;43,6;M4;blurry picture
28/08/2023;35;corroded;2;5;39,9;39,9;M5;blurry picture
28/08/2023;35;corroded;3;1;42;42;M1;blurry picture
28/08/2023;35;corroded;3;2;41,2;41,2;M2;blurry picture
28/08/2023;35;corroded;3;3;40,9;40,9;M3;blurry picture
28/08/2023;35;corroded;3;4;43,1;43,1;M4;blurry picture
28/08/2023;35;corroded;3;5;42,4;42,4;M5;blurry picture
28/08/2023;35;non corroded;1;1;81;51;M1;harsh increase in temperature
28/08/2023;35;non corroded;1;2;78,7;48,7;M2;harsh increase in temperature
28/08/2023;35;non corroded;1;3;80,2;50,2;M3;harsh increase in temperature
28/08/2023;35;non corroded;1;4;80,9;50,9;M4;harsh increase in temperature
28/08/2023;35;non corroded;1;5;80,3;50,3;M5;harsh increase in temperature
28/08/2023;35;non corroded;2;1;44;44;M1;blurry picture
28/08/2023;35;non corroded;2;2;44,4;44,4;M2;blurry picture
28/08/2023;35;non corroded;2;3;45,4;45,4;M3;blurry picture
28/08/2023;35;non corroded;2;4;44,2;44,2;M4;blurry picture
28/08/2023;35;non corroded;2;5;45,3;45,3;M5;blurry picture
28/08/2023;35;non corroded;3;1;46;46;M1;blurry picture
28/08/2023;35;non corroded;3;2;44,3;44,3;M2;blurry picture
28/08/2023;35;non corroded;3;3;44,1;44,1;M3;blurry picture
28/08/2023;35;non corroded;3;4;44,3;44,3;M4;blurry picture
28/08/2023;35;non corroded;3;5;46,3;46,3;M5;blurry picture
28/08/2023;40;corroded;1;1;80,6;50,6;M1;harsh increase in temperature
28/08/2023;40;corroded;1;2;80,2;50,2;M2;harsh increase in temperature
28/08/2023;40;corroded;1;3;79,6;49,6;M3;harsh increase in temperature
28/08/2023;40;corroded;1;4;79,5;49,5;M4;harsh increase in temperature
28/08/2023;40;corroded;1;5;80,7;50,7;M5;harsh increase in temperature
28/08/2023;40;corroded;2;1;77,5;47,5;M1;harsh increase in temperature
28/08/2023;40;corroded;2;2;78,9;48,9;M2;harsh increase in temperature
28/08/2023;40;corroded;2;3;76,8;46,8;M3;harsh increase in temperature
28/08/2023;40;corroded;2;4;76,6;46,6;M4;harsh increase in temperature
28/08/2023;40;corroded;2;5;78,3;48,3;M5;harsh increase in temperature
28/08/2023;40;corroded;3;1;45,4;45,4;M1;blurry picture
28/08/2023;40;corroded;3;2;44,6;44,6;M2;blurry picture
28/08/2023;40;corroded;3;3;45,1;45,1;M3;blurry picture
28/08/2023;40;corroded;3;4;45,6;45,6;M4;blurry picture
28/08/2023;40;corroded;3;5;44,2;44,2;M5;blurry picture
28/08/2023;40;non corroded;1;1;82;52;M1;harsh increase in temperature
28/08/2023;40;non corroded;1;2;80,7;50,7;M2;harsh increase in temperature
28/08/2023;40;non corroded;1;3;79,5;49,5;M3;harsh increase in temperature
28/08/2023;40;non corroded;1;4;81,3;51,3;M4;harsh increase in temperature
28/08/2023;40;non corroded;1;5;81,1;51,1;M5;harsh increase in temperature
28/08/2023;40;non corroded;2;1;78,4;48,4;M1;harsh increase in temperature
28/08/2023;40;non corroded;2;2;78,1;48,1;M2;harsh increase in temperature
28/08/2023;40;non corroded;2;3;79,7;49,7;M3;harsh increase in temperature
28/08/2023;40;non corroded;2;4;79,6;49,6;M4;harsh increase in temperature
28/08/2023;40;non corroded;2;5;79,4;49,4;M5;harsh increase in temperature
28/08/2023;40;non corroded;3;1;79,7;49,7;M1;harsh increase in temperature
28/08/2023;40;non corroded;3;2;81,4;51,4;M2;harsh increase in temperature
28/08/2023;40;non corroded;3;3;80,2;50,2;M3;harsh increase in temperature
28/08/2023;40;non corroded;3;4;79,8;49,8;M4;harsh increase in temperature
28/08/2023;40;non corroded;3;5;79,4;49,4;M5;harsh increase in temperature
28/08/2023;45;corroded;2;1;45,9;45,9;M1;blurry picture
28/08/2023;45;corroded;2;2;46,9;46,9;M2;blurry picture
28/08/2023;45;corroded;2;3;46,1;46,1;M3;blurry picture
28/08/2023;45;corroded;2;4;46;46;M4;blurry picture
28/08/2023;45;corroded;2;5;46,4;46,4;M5;blurry picture
28/08/2023;50;corroded;1;1;43,4;43,4;M1;
28/08/2023;50;corroded;1;2;43,7;43,7;M2;
28/08/2023;50;corroded;1;3;42,4;42,4;M3;
28/08/2023;50;corroded;1;4;43,8;43,8;M4;
28/08/2023;50;corroded;1;5;40,7;40,7;M5;
28/08/2023;50;corroded;2;1;42,4;42,4;M1;
28/08/2023;50;corroded;2;2;43,5;43,5;M2;
28/08/2023;50;corroded;2;3;43,3;43,3;M3;
28/08/2023;50;corroded;2;4;43,5;43,5;M4;
28/08/2023;50;corroded;2;5;41,7;41,7;M5;
28/08/2023;50;corroded;3;1;45,4;45,4;M1;
28/08/2023;50;corroded;3;2;41,2;41,2;M2;
28/08/2023;50;corroded;3;3;44,3;44,3;M3;
28/08/2023;50;corroded;3;4;40,9;40,9;M4;
28/08/2023;50;corroded;3;5;41,4;41,4;M5;
28/08/2023;50;non corroded;1;1;49,8;49,8;M1;
28/08/2023;50;non corroded;1;2;51,5;51,5;M2;
28/08/2023;50;non corroded;1;3;50,9;50,9;M3;
28/08/2023;50;non corroded;1;4;49,5;49,5;M4;
28/08/2023;50;non corroded;1;5;51,1;51,1;M5;
28/08/2023;50;non corroded;2;1;48,1;48,1;M1;
28/08/2023;50;non corroded;2;2;47,3;47,3;M2;
28/08/2023;50;non corroded;2;3;48,2;48,2;M3;
28/08/2023;50;non corroded;2;4;48,2;48,2;M4;
28/08/2023;50;non corroded;2;5;47,2;47,2;M5;
28/08/2023;50;non corroded;3;1;46,5;46,5;M1;
28/08/2023;50;non corroded;3;2;47,3;47,3;M2;
28/08/2023;50;non corroded;3;3;48,8;48,8;M3;
28/08/2023;50;non corroded;3;4;48;48;M4;
28/08/2023;50;non corroded;3;5;47,2;47,2;M5;
28/08/2023;55;corroded;1;1;83;53;M1;harsh increase in temperature
28/08/2023;55;corroded;1;2;82,6;52,6;M2;harsh increase in temperature
28/08/2023;55;corroded;1;3;83,1;53,1;M3;harsh increase in temperature
28/08/2023;55;corroded;1;4;81,9;51,9;M4;harsh increase in temperature
28/08/2023;55;corroded;1;5;83,1;53,1;M5;harsh increase in temperature
28/08/2023;55;corroded;2;1;81,4;51,4;M1;harsh increase in temperature
28/08/2023;55;corroded;2;2;81,8;51,8;M2;harsh increase in temperature
28/08/2023;55;corroded;2;3;82,2;52,2;M3;harsh increase in temperature
28/08/2023;55;corroded;2;4;80,5;50,5;M4;harsh increase in temperature
28/08/2023;55;corroded;2;5;80,6;50,6;M5;harsh increase in temperature
28/08/2023;55;corroded;3;1;80,6;50,6;M1;harsh increase in temperature
28/08/2023;55;corroded;3;2;82,4;52,4;M2;harsh increase in temperature
28/08/2023;55;corroded;3;3;79,6;49,6;M3;harsh increase in temperature
28/08/2023;55;corroded;3;4;81;51;M4;harsh increase in temperature
28/08/2023;55;corroded;3;5;82,2;52,2;M5;harsh increase in temperature
28/08/2023;55;non corroded;1;1;83,7;53,7;M1;harsh increase in temperature
28/08/2023;55;non corroded;1;2;83,8;53,8;M2;harsh increase in temperature
28/08/2023;55;non corroded;1;3;85,4;55,4;M3;harsh increase in temperature
28/08/2023;55;non corroded;1;4;84,7;54,7;M4;harsh increase in temperature
28/08/2023;55;non corroded;1;5;84;54;M5;harsh increase in temperature
28/08/2023;55;non corroded;2;1;84,1;54,1;M1;harsh increase in temperature
28/08/2023;55;non corroded;2;2;85,2;55,2;M2;harsh increase in temperature
28/08/2023;55;non corroded;2;3;85,1;55,1;M3;harsh increase in temperature
28/08/2023;55;non corroded;2;4;86,3;56,3;M4;harsh increase in temperature
28/08/2023;55;non corroded;2;5;85,2;55,2;M5;harsh increase in temperature
28/08/2023;55;non corroded;3;1;84,1;54,1;M1;harsh increase in temperature
28/08/2023;55;non corroded;3;2;84,7;54,7;M2;harsh increase in temperature
28/08/2023;55;non corroded;3;3;83,5;53,5;M3;harsh increase in temperature
28/08/2023;55;non corroded;3;4;84,7;54,7;M4;harsh increase in temperature
28/08/2023;55;non corroded;3;5;83,8;53,8;M5;harsh increase in temperature
28/08/2023;60;corroded;1;1;51,6;51,6;M1;blurry picture
28/08/2023;60;corroded;1;2;52,6;52,6;M2;blurry picture
28/08/2023;60;corroded;1;3;51,5;51,5;M3;blurry picture
28/08/2023;60;corroded;1;4;48,9;48,9;M4;blurry picture
28/08/2023;60;corroded;1;5;47,7;47,7;M5;blurry picture
28/08/2023;60;corroded;2;1;47,1;47,1;M1;
28/08/2023;60;corroded;2;2;47,7;47,7;M2;
28/08/2023;60;corroded;2;3;46,3;46,3;M3;
28/08/2023;60;corroded;2;4;46,5;46,5;M4;
28/08/2023;60;corroded;2;5;46,1;46,1;M5;
28/08/2023;60;corroded;3;1;43,2;43,2;M1;
28/08/2023;60;corroded;3;2;48,1;48,1;M2;
28/08/2023;60;corroded;3;3;46,1;46,1;M3;
28/08/2023;60;corroded;3;4;48,5;48,5;M4;
28/08/2023;60;corroded;3;5;48;48;M5;
28/08/2023;60;non corroded;1;1;87,3;57,3;M1;harsh increase in temperature
28/08/2023;60;non corroded;1;2;85,1;55,1;M2;harsh increase in temperature
28/08/2023;60;non corroded;1;3;85,1;55,1;M3;harsh increase in temperature
28/08/2023;60;non corroded;1;4;84,5;54,5;M4;harsh increase in temperature
